transaction_id,customer_id,amount,currency,transaction_type,product_category,transaction_date
00000000-0000-0000-0000-0000000f5256,00000000-0000-0000-0000-000000000381,1558.2,GBP,purchase,API Services,2023-03-07
00000000-0000-0000-0000-0000000f5257,00000000-0000-0000-0000-000000000098,4553.68,AUD,refund,Cloud Platform,2023-07-24
00000000-0000-0000-0000-0000000f5258,00000000-0000-0000-0000-000000001060,2489.99,GBP,refund,ML Platform,2022-07-23
00000000-0000-0000-0000-0000000f5259,00000000-0000-0000-0000-000000000bf5,2968.84,GBP,refund,Compute,2022-09-05
00000000-0000-0000-0000-0000000f525a,00000000-0000-0000-0000-0000000008a7,871.96,GBP,purchase,Storage,2023-04-28
00000000-0000-0000-0000-0000000f525b,00000000-0000-0000-0000-0000000009e2,3906.5,CAD,purchase,Cloud Platform,2023-03-13
00000000-0000-0000-0000-0000000f525c,00000000-0000-0000-0000-000000000d0e,1706.47,CAD,purchase,Storage,2023-09-04
00000000-0000-0000-0000-0000000f525d,00000000-0000-0000-0000-000000000c2b,1617.96,EUR,subscription,Cloud Platform,2022-02-23
00000000-0000-0000-0000-0000000f525e,00000000-0000-0000-0000-00000000028e,4461.44,CAD,subscription,Compute,2023-02-08
00000000-0000-0000-0000-0000000f525f,00000000-0000-0000-0000-000000000db8,3147.53,USD,refund,Compute,2023-11-19
00000000-0000-0000-0000-0000000f5260,00000000-0000-0000-0000-000000000662,4452.05,CAD,subscription,Storage,2023-08-11
00000000-0000-0000-0000-0000000f5261,00000000-0000-0000-0000-00000000046c,1708.41,CAD,subscription,ML Platform,2023-04-25
00000000-0000-0000-0000-0000000f5262,00000000-0000-0000-0000-000000000c42,1904.07,AUD,purchase,Cloud Platform,2022-01-20
00000000-0000-0000-0000-0000000f5263,00000000-0000-0000-0000-000000000572,2242.54,USD,purchase,ML Platform,2022-05-22
00000000-0000-0000-0000-0000000f5264,00000000-0000-0000-0000-000000000d6e,3769.55,USD,purchase,Storage,2022-11-17
00000000-0000-0000-0000-0000000f5265,00000000-0000-0000-0000-0000000011f4,1703.51,AUD,subscription,Security,2023-01-18
00000000-0000-0000-0000-0000000f5266,00000000-0000-0000-0000-00000000042d,1232.28,USD,purchase,Data Analytics,2022-05-04
00000000-0000-0000-0000-0000000f5267,00000000-0000-0000-0000-000000001344,3060.03,USD,refund,Support,2022-08-04
00000000-0000-0000-0000-0000000f5268,00000000-0000-0000-0000-000000000dac,3123.94,CAD,refund,Support,2022-09-21
00000000-0000-0000-0000-0000000f5269,00000000-0000-0000-0000-000000000e90,3299.4,CAD,refund,Security,2023-11-14
00000000-0000-0000-0000-0000000f526a,00000000-0000-0000-0000-000000000168,4360.86,USD,purchase,Data Analytics,2023-07-28
00000000-0000-0000-0000-0000000f526b,00000000-0000-0000-0000-000000000596,2413.23,EUR,refund,Security,2022-04-19
00000000-0000-0000-0000-0000000f526c,00000000-0000-0000-0000-000000001373,3700.31,CAD,subscription,ML Platform,2024-01-01
00000000-0000-0000-0000-0000000f526d,00000000-0000-0000-0000-000000000ed1,415.46,USD,subscription,Compute,2023-02-08
00000000-0000-0000-0000-0000000f526e,00000000-0000-0000-0000-000000001270,3795.75,GBP,refund,API Services,2023-07-19
00000000-0000-0000-0000-0000000f526f,00000000-0000-0000-0000-0000000001c4,639.16,EUR,subscription,Security,2023-04-20
00000000-0000-0000-0000-0000000f5270,00000000-0000-0000-0000-000000001165,514.1,CAD,subscription,Storage,2023-11-20
00000000-0000-0000-0000-0000000f5271,00000000-0000-0000-0000-00000000059e,2360.53,AUD,refund,Cloud Platform,2023-10-16
00000000-0000-0000-0000-0000000f5272,00000000-0000-0000-0000-000000000644,153.39,USD,refund,Storage,2022-04-09
00000000-0000-0000-0000-0000000f5273,00000000-0000-0000-0000-00000000057c,2932.19,CAD,subscription,Data Analytics,2023-03-01
00000000-0000-0000-0000-0000000f5274,00000000-0000-0000-0000-000000000ead,465.65,USD,purchase,ML Platform,2022-02-09
00000000-0000-0000-0000-0000000f5275,00000000-0000-0000-0000-000000000347,2518.43,USD,purchase,Cloud Platform,2023-12-24
00000000-0000-0000-0000-0000000f5276,00000000-0000-0000-0000-000000000e37,1008.45,GBP,refund,Security,2023-05-21
00000000-0000-0000-0000-0000000f5277,00000000-0000-0000-0000-000000001074,1282.53,USD,purchase,ML Platform,2023-12-23
00000000-0000-0000-0000-0000000f5278,00000000-0000-0000-0000-000000000207,14.27,EUR,subscription,API Services,2022-11-12
00000000-0000-0000-0000-0000000f5279,00000000-0000-0000-0000-000000001161,2230.82,CAD,subscription,Support,2022-04-22
00000000-0000-0000-0000-0000000f527a,00000000-0000-0000-0000-000000000b1b,4985.29,CAD,refund,ML Platform,2023-11-30
00000000-0000-0000-0000-0000000f527b,00000000-0000-0000-0000-000000001091,110.68,CAD,subscription,Support,2023-04-22
00000000-0000-0000-0000-0000000f527c,00000000-0000-0000-0000-000000000d09,628.7,AUD,subscription,Compute,2023-04-06
00000000-0000-0000-0000-0000000f527d,00000000-0000-0000-0000-00000000054c,3757.81,EUR,purchase,Support,2023-01-31
00000000-0000-0000-0000-0000000f527e,00000000-0000-0000-0000-000000000255,3464.06,AUD,subscription,Data Analytics,2023-05-19
00000000-0000-0000-0000-0000000f527f,00000000-0000-0000-0000-000000000f41,423.8,EUR,purchase,API Services,2023-05-13
00000000-0000-0000-0000-0000000f5280,00000000-0000-0000-0000-00000000111a,2171.13,USD,purchase,Support,2023-04-09
00000000-0000-0000-0000-0000000f5281,00000000-0000-0000-0000-0000000008a5,2354.59,CAD,subscription,API Services,2023-06-24
00000000-0000-0000-0000-0000000f5282,00000000-0000-0000-0000-0000000010f9,2014.86,GBP,subscription,ML Platform,2023-07-06
00000000-0000-0000-0000-0000000f5283,00000000-0000-0000-0000-000000000d37,3772.78,AUD,purchase,Support,2023-02-04
00000000-0000-0000-0000-0000000f5284,00000000-0000-0000-0000-000000001317,2733.64,USD,subscription,Compute,2023-07-01
00000000-0000-0000-0000-0000000f5285,00000000-0000-0000-0000-000000000b3f,3827.5,USD,purchase,Data Analytics,2022-06-17
00000000-0000-0000-0000-0000000f5286,00000000-0000-0000-0000-000000000f84,3166.27,CAD,purchase,Data Analytics,2022-12-04
00000000-0000-0000-0000-0000000f5287,00000000-0000-0000-0000-000000000418,3980.02,AUD,purchase,Storage,2023-09-15
00000000-0000-0000-0000-0000000f5288,00000000-0000-0000-0000-000000000007,1394.23,EUR,refund,Data Analytics,2022-05-24
00000000-0000-0000-0000-0000000f5289,00000000-0000-0000-0000-0000000012ff,4146.37,USD,subscription,Storage,2023-12-13
00000000-0000-0000-0000-0000000f528a,00000000-0000-0000-0000-0000000003c6,3390.94,EUR,subscription,Support,2022-12-15
00000000-0000-0000-0000-0000000f528b,00000000-0000-0000-0000-0000000002bf,3395.78,AUD,refund,Data Analytics,2022-07-18
00000000-0000-0000-0000-0000000f528c,00000000-0000-0000-0000-000000000025,2509.89,AUD,subscription,Data Analytics,2023-05-25
00000000-0000-0000-0000-0000000f528d,00000000-0000-0000-0000-00000000033a,3925.01,GBP,subscription,ML Platform,2022-05-27
00000000-0000-0000-0000-0000000f528e,00000000-0000-0000-0000-000000000870,4810.9,EUR,refund,API Services,2022-02-24
00000000-0000-0000-0000-0000000f528f,00000000-0000-0000-0000-000000000d1b,2351.95,GBP,purchase,Compute,2023-05-16
00000000-0000-0000-0000-0000000f5290,00000000-0000-0000-0000-0000000003b1,631.8,AUD,subscription,Data Analytics,2022-08-08
00000000-0000-0000-0000-0000000f5291,00000000-0000-0000-0000-00000000134d,3131.45,AUD,refund,Compute,2023-06-28
00000000-0000-0000-0000-0000000f5292,00000000-0000-0000-0000-000000001105,2408.93,AUD,subscription,ML Platform,2022-07-01
00000000-0000-0000-0000-0000000f5293,00000000-0000-0000-0000-0000000008c9,983.06,CAD,purchase,Support,2023-12-12
00000000-0000-0000-0000-0000000f5294,00000000-0000-0000-0000-0000000006c7,2171.44,CAD,refund,Security,2022-07-27
00000000-0000-0000-0000-0000000f5295,00000000-0000-0000-0000-000000000bc0,3979.56,CAD,purchase,ML Platform,2022-04-13
00000000-0000-0000-0000-0000000f5296,00000000-0000-0000-0000-000000000082,3320.32,AUD,subscription,ML Platform,2022-07-15
00000000-0000-0000-0000-0000000f5297,00000000-0000-0000-0000-00000000067f,4113.6,CAD,purchase,API Services,2023-10-13
00000000-0000-0000-0000-0000000f5298,00000000-0000-0000-0000-00000000004b,2661.7,EUR,refund,ML Platform,2022-03-20
00000000-0000-0000-0000-0000000f5299,00000000-0000-0000-0000-00000000126e,1871.4,EUR,refund,API Services,2022-02-15
00000000-0000-0000-0000-0000000f529a,00000000-0000-0000-0000-000000000e91,2249.26,EUR,purchase,ML Platform,2022-04-19
00000000-0000-0000-0000-0000000f529b,00000000-0000-0000-0000-000000000c18,3313.95,GBP,refund,ML Platform,2023-06-10
00000000-0000-0000-0000-0000000f529c,00000000-0000-0000-0000-000000000880,2567.36,AUD,subscription,ML Platform,2022-10-24
00000000-0000-0000-0000-0000000f529d,00000000-0000-0000-0000-0000000003c5,1078.13,EUR,purchase,Security,2022-07-13
00000000-0000-0000-0000-0000000f529e,00000000-0000-0000-0000-000000000853,2037.51,AUD,purchase,ML Platform,2023-06-09
00000000-0000-0000-0000-0000000f529f,00000000-0000-0000-0000-00000000073c,2214.9,USD,purchase,Security,2022-10-14
00000000-0000-0000-0000-0000000f52a0,00000000-0000-0000-0000-000000000faf,4995.09,USD,purchase,Cloud Platform,2022-08-18
00000000-0000-0000-0000-0000000f52a1,00000000-0000-0000-0000-000000001050,1209.9,EUR,purchase,Data Analytics,2022-03-24
00000000-0000-0000-0000-0000000f52a2,00000000-0000-0000-0000-000000000506,2946.57,CAD,subscription,ML Platform,2023-10-24
00000000-0000-0000-0000-0000000f52a3,00000000-0000-0000-0000-00000000081f,4170.07,GBP,purchase,ML Platform,2023-10-14
00000000-0000-0000-0000-0000000f52a4,00000000-0000-0000-0000-000000000db4,3335.6,CAD,refund,Security,2023-11-02
00000000-0000-0000-0000-0000000f52a5,00000000-0000-0000-0000-0000000009b9,751.02,EUR,purchase,ML Platform,2023-03-23
00000000-0000-0000-0000-0000000f52a6,00000000-0000-0000-0000-000000000ce0,1095.6,AUD,subscription,API Services,2022-04-01
00000000-0000-0000-0000-0000000f52a7,00000000-0000-0000-0000-000000000721,186.39,CAD,refund,ML Platform,2022-04-16
00000000-0000-0000-0000-0000000f52a8,00000000-0000-0000-0000-00000000048b,3165.4,CAD,subscription,Compute,2023-07-22
00000000-0000-0000-0000-0000000f52a9,00000000-0000-0000-0000-00000000120f,1253.29,EUR,purchase,API Services,2023-03-15
00000000-0000-0000-0000-0000000f52aa,00000000-0000-0000-0000-000000000863,4174.44,GBP,subscription,Support,2023-12-20
00000000-0000-0000-0000-0000000f52ab,00000000-0000-0000-0000-000000001165,757.09,EUR,subscription,Storage,2022-09-22
00000000-0000-0000-0000-0000000f52ac,00000000-0000-0000-0000-000000001195,4142.23,USD,refund,Compute,2022-04-07
00000000-0000-0000-0000-0000000f52ad,00000000-0000-0000-0000-0000000008e3,2816.73,CAD,subscription,Data Analytics,2022-01-28
00000000-0000-0000-0000-0000000f52ae,00000000-0000-0000-0000-00000000107c,3700.11,EUR,subscription,Compute,2023-06-02
00000000-0000-0000-0000-0000000f52af,00000000-0000-0000-0000-0000000004bf,3096.11,GBP,subscription,Storage,2023-09-04
00000000-0000-0000-0000-0000000f52b0,00000000-0000-0000-0000-0000000001ee,2937.33,CAD,purchase,Data Analytics,2022-12-17
00000000-0000-0000-0000-0000000f52b1,00000000-0000-0000-0000-000000000b02,1881.22,EUR,subscription,Storage,2022-06-01
00000000-0000-0000-0000-0000000f52b2,00000000-0000-0000-0000-000000000bf7,4333.04,AUD,subscription,Storage,2023-10-26
00000000-0000-0000-0000-0000000f52b3,00000000-0000-0000-0000-000000001055,651.35,USD,purchase,Support,2022-03-02
00000000-0000-0000-0000-0000000f52b4,00000000-0000-0000-0000-000000000496,4173.38,AUD,purchase,Support,2022-01-23
00000000-0000-0000-0000-0000000f52b5,00000000-0000-0000-0000-000000000801,3093.38,USD,subscription,ML Platform,2022-08-29
00000000-0000-0000-0000-0000000f52b6,00000000-0000-0000-0000-0000000002c3,1137.51,USD,subscription,Security,2023-11-18
00000000-0000-0000-0000-0000000f52b7,00000000-0000-0000-0000-000000000abc,4985.15,CAD,subscription,Cloud Platform,2023-08-25
00000000-0000-0000-0000-0000000f52b8,00000000-0000-0000-0000-000000000c4f,1202.79,GBP,subscription,API Services,2023-03-02
00000000-0000-0000-0000-0000000f52b9,00000000-0000-0000-0000-000000000ae6,2880.59,GBP,refund,Storage,2023-04-27
00000000-0000-0000-0000-0000000f52ba,00000000-0000-0000-0000-000000000012,401.46,CAD,purchase,ML Platform,2023-06-06
00000000-0000-0000-0000-0000000f52bb,00000000-0000-0000-0000-000000000b4e,1060.11,AUD,subscription,ML Platform,2022-09-26
00000000-0000-0000-0000-0000000f52bc,00000000-0000-0000-0000-000000000acf,3468.36,CAD,purchase,Compute,2022-10-01
00000000-0000-0000-0000-0000000f52bd,00000000-0000-0000-0000-0000000003dd,1256.35,EUR,subscription,Compute,2022-10-16
00000000-0000-0000-0000-0000000f52be,00000000-0000-0000-0000-000000000025,579.46,USD,purchase,Data Analytics,2023-11-05
00000000-0000-0000-0000-0000000f52bf,00000000-0000-0000-0000-00000000054a,2917.2,USD,purchase,Data Analytics,2022-01-29
00000000-0000-0000-0000-0000000f52c0,00000000-0000-0000-0000-000000000e3d,2840.37,EUR,refund,Compute,2023-09-14
00000000-0000-0000-0000-0000000f52c1,00000000-0000-0000-0000-00000000000a,4921.17,USD,refund,Data Analytics,2022-01-14
00000000-0000-0000-0000-0000000f52c2,00000000-0000-0000-0000-00000000133f,3913.85,EUR,purchase,Security,2022-04-17
00000000-0000-0000-0000-0000000f52c3,00000000-0000-0000-0000-0000000005aa,3529.97,EUR,subscription,Storage,2023-01-03
00000000-0000-0000-0000-0000000f52c4,00000000-0000-0000-0000-0000000005ca,3725.77,USD,purchase,Data Analytics,2022-08-10
00000000-0000-0000-0000-0000000f52c5,00000000-0000-0000-0000-000000000abb,4859.61,AUD,subscription,API Services,2022-09-09
00000000-0000-0000-0000-0000000f52c6,00000000-0000-0000-0000-00000000109b,2655.29,AUD,subscription,Storage,2022-11-23
00000000-0000-0000-0000-0000000f52c7,00000000-0000-0000-0000-000000000f89,2808.61,CAD,refund,Compute,2023-12-30
00000000-0000-0000-0000-0000000f52c8,00000000-0000-0000-0000-00000000066c,3647.31,EUR,purchase,Storage,2023-08-15
00000000-0000-0000-0000-0000000f52c9,00000000-0000-0000-0000-0000000010a0,4582.95,CAD,purchase,Cloud Platform,2022-02-26
00000000-0000-0000-0000-0000000f52ca,00000000-0000-0000-0000-00000000002b,97.27,CAD,subscription,API Services,2023-01-03
00000000-0000-0000-0000-0000000f52cb,00000000-0000-0000-0000-00000000049c,3551.89,USD,subscription,Storage,2022-02-26
00000000-0000-0000-0000-0000000f52cc,00000000-0000-0000-0000-000000000e9f,2095.51,EUR,subscription,API Services,2022-07-26
00000000-0000-0000-0000-0000000f52cd,00000000-0000-0000-0000-000000000a21,2416.19,USD,subscription,Data Analytics,2023-03-06
00000000-0000-0000-0000-0000000f52ce,00000000-0000-0000-0000-000000000a3d,235.6,EUR,subscription,Cloud Platform,2023-02-18
00000000-0000-0000-0000-0000000f52cf,00000000-0000-0000-0000-000000000b24,4670.39,USD,refund,Security,2023-04-04
00000000-0000-0000-0000-0000000f52d0,00000000-0000-0000-0000-000000000109,471.85,EUR,subscription,ML Platform,2022-10-10
00000000-0000-0000-0000-0000000f52d1,00000000-0000-0000-0000-00000000000a,3639.44,EUR,subscription,Compute,2023-10-18
00000000-0000-0000-0000-0000000f52d2,00000000-0000-0000-0000-000000000ef5,4968.28,CAD,refund,Security,2022-09-30
00000000-0000-0000-0000-0000000f52d3,00000000-0000-0000-0000-000000001327,3572.01,GBP,refund,ML Platform,2023-02-27
00000000-0000-0000-0000-0000000f52d4,00000000-0000-0000-0000-000000000fc7,424.56,EUR,purchase,Support,2023-04-10
00000000-0000-0000-0000-0000000f52d5,00000000-0000-0000-0000-00000000114e,3846.28,EUR,purchase,Data Analytics,2023-11-19
00000000-0000-0000-0000-0000000f52d6,00000000-0000-0000-0000-000000000788,3429.69,GBP,subscription,Cloud Platform,2023-05-27
00000000-0000-0000-0000-0000000f52d7,00000000-0000-0000-0000-000000000cf3,481.81,EUR,subscription,Security,2023-05-05
00000000-0000-0000-0000-0000000f52d8,00000000-0000-0000-0000-000000000007,2148.54,GBP,purchase,Compute,2023-02-10
00000000-0000-0000-0000-0000000f52d9,00000000-0000-0000-0000-00000000035f,734.6,USD,purchase,Security,2022-08-10
00000000-0000-0000-0000-0000000f52da,00000000-0000-0000-0000-000000000eca,4722.29,AUD,purchase,Data Analytics,2022-09-29
00000000-0000-0000-0000-0000000f52db,00000000-0000-0000-0000-0000000010b9,238.85,EUR,subscription,API Services,2022-12-11
00000000-0000-0000-0000-0000000f52dc,00000000-0000-0000-0000-000000001069,2322.8,CAD,refund,Support,2022-05-06
00000000-0000-0000-0000-0000000f52dd,00000000-0000-0000-0000-000000000413,4203.0,USD,refund,API Services,2023-06-29
00000000-0000-0000-0000-0000000f52de,00000000-0000-0000-0000-00000000084a,935.29,AUD,subscription,API Services,2022-09-03
00000000-0000-0000-0000-0000000f52df,00000000-0000-0000-0000-000000000b2c,3732.17,USD,purchase,Storage,2023-07-10
00000000-0000-0000-0000-0000000f52e0,00000000-0000-0000-0000-000000000579,2378.19,USD,purchase,Support,2023-10-07
00000000-0000-0000-0000-0000000f52e1,00000000-0000-0000-0000-000000000b97,827.35,GBP,subscription,Security,2022-08-14
00000000-0000-0000-0000-0000000f52e2,00000000-0000-0000-0000-000000000942,1416.23,EUR,subscription,API Services,2022-06-25
00000000-0000-0000-0000-0000000f52e3,00000000-0000-0000-0000-0000000002ea,375.49,AUD,refund,ML Platform,2022-02-03
00000000-0000-0000-0000-0000000f52e4,00000000-0000-0000-0000-00000000022a,4360.55,USD,refund,Security,2023-11-04
00000000-0000-0000-0000-0000000f52e5,00000000-0000-0000-0000-00000000079d,4482.14,CAD,purchase,Data Analytics,2024-01-01
00000000-0000-0000-0000-0000000f52e6,00000000-0000-0000-0000-0000000012e9,3259.8,USD,subscription,Cloud Platform,2023-04-15
00000000-0000-0000-0000-0000000f52e7,00000000-0000-0000-0000-000000000de8,764.49,CAD,subscription,Storage,2022-12-21
00000000-0000-0000-0000-0000000f52e8,00000000-0000-0000-0000-000000000da4,2307.13,EUR,purchase,Cloud Platform,2022-03-19
00000000-0000-0000-0000-0000000f52e9,00000000-0000-0000-0000-000000000df1,2489.65,GBP,purchase,Cloud Platform,2022-06-06
00000000-0000-0000-0000-0000000f52ea,00000000-0000-0000-0000-000000000354,3773.05,USD,refund,Compute,2022-08-29
00000000-0000-0000-0000-0000000f52eb,00000000-0000-0000-0000-000000000573,3701.44,CAD,purchase,Storage,2023-06-18
00000000-0000-0000-0000-0000000f52ec,00000000-0000-0000-0000-000000000935,2567.37,EUR,subscription,Compute,2022-11-01
00000000-0000-0000-0000-0000000f52ed,00000000-0000-0000-0000-000000000d2e,1354.24,EUR,refund,Compute,2022-09-12
00000000-0000-0000-0000-0000000f52ee,00000000-0000-0000-0000-0000000000e5,1688.89,CAD,subscription,API Services,2022-06-18
00000000-0000-0000-0000-0000000f52ef,00000000-0000-0000-0000-0000000010c9,758.67,EUR,purchase,ML Platform,2023-04-29
00000000-0000-0000-0000-0000000f52f0,00000000-0000-0000-0000-000000000fde,4324.14,CAD,subscription,Support,2023-08-28
00000000-0000-0000-0000-0000000f52f1,00000000-0000-0000-0000-000000000799,1051.87,GBP,refund,Data Analytics,2023-04-30
00000000-0000-0000-0000-0000000f52f2,00000000-0000-0000-0000-000000000afc,4126.87,GBP,refund,Storage,2023-07-23
00000000-0000-0000-0000-0000000f52f3,00000000-0000-0000-0000-000000000ff5,3249.0,USD,refund,Compute,2023-06-03
00000000-0000-0000-0000-0000000f52f4,00000000-0000-0000-0000-000000000c18,1890.92,USD,subscription,Compute,2023-10-30
00000000-0000-0000-0000-0000000f52f5,00000000-0000-0000-0000-0000000011bf,3641.78,USD,refund,Storage,2023-02-03
00000000-0000-0000-0000-0000000f52f6,00000000-0000-0000-0000-000000000d6b,1049.9,CAD,subscription,Security,2022-08-20
00000000-0000-0000-0000-0000000f52f7,00000000-0000-0000-0000-00000000063f,2671.42,GBP,purchase,Cloud Platform,2023-11-10
00000000-0000-0000-0000-0000000f52f8,00000000-0000-0000-0000-00000000024e,4984.05,AUD,refund,Cloud Platform,2023-12-13
00000000-0000-0000-0000-0000000f52f9,00000000-0000-0000-0000-0000000008c2,3028.18,GBP,refund,Compute,2022-02-24
00000000-0000-0000-0000-0000000f52fa,00000000-0000-0000-0000-0000000006fb,1581.49,EUR,purchase,Cloud Platform,2022-06-07
00000000-0000-0000-0000-0000000f52fb,00000000-0000-0000-0000-000000000adb,3885.65,GBP,refund,Data Analytics,2023-05-10
00000000-0000-0000-0000-0000000f52fc,00000000-0000-0000-0000-0000000012ef,1431.09,CAD,purchase,Security,2023-11-14
00000000-0000-0000-0000-0000000f52fd,00000000-0000-0000-0000-000000000b0d,586.06,GBP,subscription,Compute,2023-04-13
00000000-0000-0000-0000-0000000f52fe,00000000-0000-0000-0000-0000000009e8,2275.15,USD,subscription,Security,2022-07-28
00000000-0000-0000-0000-0000000f52ff,00000000-0000-0000-0000-000000000eed,1819.7,CAD,subscription,Data Analytics,2023-09-27
00000000-0000-0000-0000-0000000f5300,00000000-0000-0000-0000-00000000014d,4980.48,EUR,refund,Support,2023-10-15
00000000-0000-0000-0000-0000000f5301,00000000-0000-0000-0000-000000000cf7,632.32,GBP,subscription,Data Analytics,2023-03-13
00000000-0000-0000-0000-0000000f5302,00000000-0000-0000-0000-000000000ff3,1360.48,CAD,refund,Storage,2023-07-17
00000000-0000-0000-0000-0000000f5303,00000000-0000-0000-0000-00000000075f,2822.74,USD,refund,API Services,2022-04-25
00000000-0000-0000-0000-0000000f5304,00000000-0000-0000-0000-00000000106c,687.61,USD,purchase,Data Analytics,2022-11-02
00000000-0000-0000-0000-0000000f5305,00000000-0000-0000-0000-000000001098,4508.62,USD,refund,Data Analytics,2023-07-30
00000000-0000-0000-0000-0000000f5306,00000000-0000-0000-0000-000000000e06,2894.79,CAD,purchase,Support,2023-11-06
00000000-0000-0000-0000-0000000f5307,00000000-0000-0000-0000-0000000008fd,117.0,USD,subscription,Security,2022-11-14
00000000-0000-0000-0000-0000000f5308,00000000-0000-0000-0000-000000000f0b,3333.12,EUR,subscription,Security,2022-06-18
00000000-0000-0000-0000-0000000f5309,00000000-0000-0000-0000-000000000fe0,2661.86,EUR,purchase,Data Analytics,2023-04-02
00000000-0000-0000-0000-0000000f530a,00000000-0000-0000-0000-000000001249,876.5,EUR,subscription,API Services,2023-11-24
00000000-0000-0000-0000-0000000f530b,00000000-0000-0000-0000-0000000012b9,2702.21,USD,subscription,Storage,2022-12-22
00000000-0000-0000-0000-0000000f530c,00000000-0000-0000-0000-00000000072f,811.37,CAD,subscription,ML Platform,2023-05-01
00000000-0000-0000-0000-0000000f530d,00000000-0000-0000-0000-00000000010e,1784.09,USD,purchase,ML Platform,2022-04-04
00000000-0000-0000-0000-0000000f530e,00000000-0000-0000-0000-000000001122,378.03,AUD,refund,Security,2022-11-12
00000000-0000-0000-0000-0000000f530f,00000000-0000-0000-0000-000000000f22,2138.46,GBP,subscription,Cloud Platform,2022-12-13
00000000-0000-0000-0000-0000000f5310,00000000-0000-0000-0000-00000000066a,1338.28,AUD,subscription,ML Platform,2022-12-31
00000000-0000-0000-0000-0000000f5311,00000000-0000-0000-0000-000000000e0b,1258.37,GBP,purchase,Cloud Platform,2022-04-21
00000000-0000-0000-0000-0000000f5312,00000000-0000-0000-0000-000000000b6a,2848.52,GBP,refund,Storage,2022-12-23
00000000-0000-0000-0000-0000000f5313,00000000-0000-0000-0000-00000000080c,1672.39,CAD,purchase,API Services,2022-06-29
00000000-0000-0000-0000-0000000f5314,00000000-0000-0000-0000-00000000023a,2277.63,USD,refund,Cloud Platform,2022-04-17
00000000-0000-0000-0000-0000000f5315,00000000-0000-0000-0000-0000000010a0,3235.92,GBP,purchase,Storage,2023-04-26
00000000-0000-0000-0000-0000000f5316,00000000-0000-0000-0000-000000000264,2032.3,CAD,purchase,Security,2023-09-07
00000000-0000-0000-0000-0000000f5317,00000000-0000-0000-0000-000000000f19,3848.13,CAD,purchase,Cloud Platform,2022-05-17
00000000-0000-0000-0000-0000000f5318,00000000-0000-0000-0000-000000001251,1288.32,GBP,subscription,Support,2023-03-21
00000000-0000-0000-0000-0000000f5319,00000000-0000-0000-0000-000000001276,3746.81,EUR,refund,Data Analytics,2022-09-28
00000000-0000-0000-0000-0000000f531a,00000000-0000-0000-0000-000000000490,1344.44,AUD,purchase,Support,2022-04-13
00000000-0000-0000-0000-0000000f531b,00000000-0000-0000-0000-000000000e79,1817.42,CAD,purchase,API Services,2022-02-21
00000000-0000-0000-0000-0000000f531c,00000000-0000-0000-0000-0000000011c9,3069.19,USD,subscription,Security,2023-10-19
00000000-0000-0000-0000-0000000f531d,00000000-0000-0000-0000-000000000d2f,4545.37,GBP,refund,Compute,2022-12-23
00000000-0000-0000-0000-0000000f531e,00000000-0000-0000-0000-000000000b96,464.34,EUR,refund,Security,2022-09-13
00000000-0000-0000-0000-0000000f531f,00000000-0000-0000-0000-000000000919,671.09,EUR,subscription,Security,2022-07-27
00000000-0000-0000-0000-0000000f5320,00000000-0000-0000-0000-000000001175,3059.35,GBP,refund,Storage,2023-07-21
00000000-0000-0000-0000-0000000f5321,00000000-0000-0000-0000-000000000816,2159.47,EUR,refund,Compute,2023-12-19
00000000-0000-0000-0000-0000000f5322,00000000-0000-0000-0000-000000001002,3940.78,AUD,refund,Support,2023-10-24
00000000-0000-0000-0000-0000000f5323,00000000-0000-0000-0000-0000000004e9,3202.12,GBP,subscription,Support,2022-07-23
00000000-0000-0000-0000-0000000f5324,00000000-0000-0000-0000-000000000f5d,4541.31,GBP,subscription,Data Analytics,2023-06-29
00000000-0000-0000-0000-0000000f5325,00000000-0000-0000-0000-00000000020a,1749.76,AUD,purchase,Support,2023-08-27
00000000-0000-0000-0000-0000000f5326,00000000-0000-0000-0000-0000000012e1,4373.14,CAD,refund,Compute,2023-10-05
00000000-0000-0000-0000-0000000f5327,00000000-0000-0000-0000-00000000052d,2417.17,AUD,refund,Security,2022-09-26
00000000-0000-0000-0000-0000000f5328,00000000-0000-0000-0000-0000000011a0,2712.36,EUR,refund,Security,2022-07-05
00000000-0000-0000-0000-0000000f5329,00000000-0000-0000-0000-000000000396,4180.98,CAD,subscription,API Services,2022-08-18
00000000-0000-0000-0000-0000000f532a,00000000-0000-0000-0000-000000000fcb,1797.65,EUR,refund,Data Analytics,2022-09-30
00000000-0000-0000-0000-0000000f532b,00000000-0000-0000-0000-000000000684,859.35,CAD,subscription,Storage,2022-08-12
00000000-0000-0000-0000-0000000f532c,00000000-0000-0000-0000-000000000f04,4278.99,AUD,subscription,Security,2022-10-26
00000000-0000-0000-0000-0000000f532d,00000000-0000-0000-0000-0000000001be,3053.12,USD,subscription,Support,2023-10-05
00000000-0000-0000-0000-0000000f532e,00000000-0000-0000-0000-0000000003be,4937.09,EUR,subscription,Storage,2022-10-21
00000000-0000-0000-0000-0000000f532f,00000000-0000-0000-0000-000000000e84,103.59,GBP,subscription,API Services,2022-03-31
00000000-0000-0000-0000-0000000f5330,00000000-0000-0000-0000-0000000012cb,4005.69,CAD,subscription,Support,2023-09-24
